lakename,lakeid,lake_number,lake_abbr_biocom,plotid,site,plot,zone,type,source,species,scientific_name,common_name,diameter,diameter_estimated,length,length_estimated,length_range_code,branchiness,decay,orientation,elevation,intersections,comment_code,comments
Found Lake,FO,32,FO,32521,5,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Found Lake,FO,32,FO,32531,5,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Found Lake,FO,32,FO,32541,5,D,1,LOG,N,UNK,,unknown,21,0,,,1,0,4,PARA,0,0,0,
Found Lake,FO,32,FO,32551,5,E,1,LOG,N,CONIFER,,conifer,17.8,0,,,2,0,3,PERP,0,0,0,
Found Lake,FO,32,FO,32611,6,A,1,LOG,N,UNK,,unknown,14.3,0,,,1,0,4,OBL,1,0,0,
Found Lake,FO,32,FO,32621,6,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Found Lake,FO,32,FO,32631,6,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Found Lake,FO,32,FO,32641,6,D,1,LOG,N,BEPA,Betula papyrifera ,paper birch,15.2,0,,,2,0,3,PARA,0,1,0,
Found Lake,FO,32,FO,32641,6,D,1,LOG,N,CONIFER,,conifer,35,0,,,2,0,3,OBL,0,1,0,
Found Lake,FO,32,FO,32711,7,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Found Lake,FO,32,FO,32721,7,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Found Lake,FO,32,FO,32731,7,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Found Lake,FO,32,FO,32741,7,D,1,LOG,U,UNK,,unknown,13.6,0,,,1,0,3,PARA,1,0,0,
Found Lake,FO,32,FO,32741,7,D,1,LOG,N,PIRE,Pinus resinosa ,red pine,27.5,0,,,3,2,2,PERP,3,0,0,
Found Lake,FO,32,FO,32751,7,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Found Lake,FO,32,FO,32811,8,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Found Lake,FO,32,FO,32821,8,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Found Lake,FO,32,FO,32831,8,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Found Lake,FO,32,FO,32841,8,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Found Lake,FO,32,FO,32851,8,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Found Lake,FO,32,FO,32351,3,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Found Lake,FO,32,FO,32651,6,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Indian Lake,IN,13,IN,13111,1,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Indian Lake,IN,13,IN,13121,1,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Indian Lake,IN,13,IN,13131,1,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Indian Lake,IN,13,IN,13141,1,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Indian Lake,IN,13,IN,13151,1,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Indian Lake,IN,13,IN,13211,2,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,27,0,840,0,3,0,3,PERP,1,,6,6 = Rowed transect: 
Indian Lake,IN,13,IN,13221,2,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,16,16= Rowed Transect that contains no logs: 
Indian Lake,IN,13,IN,13231,2,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,16,16= Rowed Transect that contains no logs: 
Indian Lake,IN,13,IN,13241,2,D,1,LOG,N,UNK,,unknown,11,0,,,,0,4,OBL,0,,56,56= Rowed transect -  length or diameter estimated: Rowed transect -  exact measurment impossible
Indian Lake,IN,13,IN,13241,2,D,1,LOG,N,BEPA,Betula papyrifera ,paper birch,16.1,0,190,0,1,0,4,PARA,3,,6,6 = Rowed transect: 
Indian Lake,IN,13,IN,13241,2,D,1,LOG,N,BEPA,Betula papyrifera ,paper birch,15.5,0,225,0,1,0,4,PERP,1,,6,6 = Rowed transect: 
Indian Lake,IN,13,IN,13251,2,E,1,LOG,N,CONIFER,,conifer,13,0,810,0,3,0,3,PARA,3,,6,6 = Rowed transect: 
Indian Lake,IN,13,IN,13311,3,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Indian Lake,IN,13,IN,13321,3,B,1,LOG,N,BEPA,Betula papyrifera ,paper birch,11,0,264,0,1,0,1,OBL,1,,0,
Indian Lake,IN,13,IN,13321,3,B,1,LOG,N,UNK,,unknown,19.5,0,300,0,2,0,5,PERP,1,,0,
Indian Lake,IN,13,IN,13331,3,C,1,LOG,N,UNK,,unknown,18,0,,1,,0,5,PERP,0,,5,5 = estimated Length or diameter:Orig length is >150
Indian Lake,IN,13,IN,13331,3,C,1,LOG,N,UNK,,unknown,18,0,,1,,0,5,OBL,0,,5,5 = estimated Length or diameter:Orig length is >150
Indian Lake,IN,13,IN,13331,3,C,1,LOG,N,CONIFER,,conifer,18,0,440,0,2,2,3,PERP,2,,0,
Indian Lake,IN,13,IN,13341,3,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Indian Lake,IN,13,IN,13351,3,E,1,LOG,N,UNK,,unknown,11,0,,1,,1,5,PERP,1,,5,5 = estimated Length or diameter:Orig length is >150
Indian Lake,IN,13,IN,13351,3,E,1,LOG,N,UNK,,unknown,11.5,0,265,0,1,0,4,PARA,1,,0,
Indian Lake,IN,13,IN,13411,4,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,16,16= Rowed Transect that contains no logs: 
Indian Lake,IN,13,IN,13421,4,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,16,16= Rowed Transect that contains no logs: 
Indian Lake,IN,13,IN,13431,4,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,16,16= Rowed Transect that contains no logs: 
Indian Lake,IN,13,IN,13441,4,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,16,16= Rowed Transect that contains no logs: 
Indian Lake,IN,13,IN,13451,4,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,16,16= Rowed Transect that contains no logs: 
Indian Lake,IN,13,IN,13511,5,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Indian Lake,IN,13,IN,13521,5,B,1,LOG,N,BEPA,Betula papyrifera ,paper birch,14.2,0,1000,1,3,1,1,PERP,2,,5,5 = estimated Length or diameter:Longer than 10 m
Indian Lake,IN,13,IN,13521,5,B,1,LOG,N,UNK,,unknown,10,0,,1,,0,2,PARA,1,,5,5 = estimated Length or diameter:Orig length is >150
Indian Lake,IN,13,IN,13521,5,B,1,LOG,N,CONIFER,,conifer,10.5,0,,1,,0,4,PERP,3,,5,5 = estimated Length or diameter:Orig length is >150
Indian Lake,IN,13,IN,13521,5,B,1,LOG,N,UNK,,unknown,12,0,,1,,0,4,OBL,1,,5,5 = estimated Length or diameter:Orig length is >150
Indian Lake,IN,13,IN,13521,5,B,1,LOG,N,UNK,,unknown,14,0,270,0,1,0,4,OBL,1,,0,
Indian Lake,IN,13,IN,13521,5,B,1,LOG,N,UNK,,unknown,14,0,610,0,3,1,2,OBL,1,,0,
Indian Lake,IN,13,IN,13531,5,C,1,LOG,N,UNK,,unknown,15,0,,,1,0,4,PERP,0,,56,56= Rowed transect -  length or diameter estimated: ROWED
Indian Lake,IN,13,IN,13531,5,C,1,LOG,N,UNK,,unknown,15,0,,,1,0,5,PERP,0,,56,56= Rowed transect -  length or diameter estimated: ROWED
Indian Lake,IN,13,IN,13531,5,C,1,LOG,N,UNK,,unknown,16,0,,,1,0,5,OBL,1,,56,56= Rowed transect -  length or diameter estimated: ROWED
Indian Lake,IN,13,IN,13531,5,C,1,LOG,N,UNK,,unknown,18,0,,,1,0,5,PERP,0,,56,56= Rowed transect -  length or diameter estimated: ROWED
Indian Lake,IN,13,IN,13531,5,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,14,0,180,0,1,0,2,PERP,1,,6,6 = Rowed transect: 
Indian Lake,IN,13,IN,13531,5,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,14,0,250,0,1,0,2,PERP,1,,6,6 = Rowed transect: 
Indian Lake,IN,13,IN,13531,5,C,1,LOG,N,CONIFER,,conifer,19,0,300,0,2,1,5,,1,,6,6 = Rowed transect: 
Indian Lake,IN,13,IN,13541,5,D,1,LOG,N,UNK,,unknown,19,0,,,,0,3,OBL,0,,56,56= Rowed transect -  length or diameter estimated: ROWED -  Orig length is >150
Indian Lake,IN,13,IN,13541,5,D,1,LOG,N,UNK,,unknown,17.5,0,400,0,2,0,2,OBL,0,,6,6 = Rowed transect: 
Indian Lake,IN,13,IN,13551,5,E,1,LOG,N,CONIFER,,conifer,13.5,0,1000,1,3,1,2,OBL,1,,56,56= Rowed transect -  length or diameter estimated: ROWED -  longer than 10m
Indian Lake,IN,13,IN,13551,5,E,1,LOG,N,UNK,,unknown,16.5,0,1000,1,3,0,2,OBL,1,,56,56= Rowed transect -  length or diameter estimated: ROWED -  longer than 10m
Indian Lake,IN,13,IN,13611,6,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,16,16= Rowed Transect that contains no logs: 
Indian Lake,IN,13,IN,13621,6,B,1,LOG,N,UNK,,unknown,15.5,0,800,1,3,0,4,OBL,1,,56,56= Rowed transect -  length or diameter estimated: ROWED -  Orig is >800
Indian Lake,IN,13,IN,13631,6,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,10.2,0,450,0,2,1,2,PERP,2,,6,6 = Rowed transect: 
Indian Lake,IN,13,IN,13631,6,C,1,LOG,N,UNK,,unknown,18.5,0,500,0,2,1,4,PERP,1,,6,6 = Rowed transect: 
Indian Lake,IN,13,IN,13641,6,D,1,LOG,N,CONIFER,,conifer,12,0,,,1,0,5,OBL,0,,6,6 = Rowed transect: 
Indian Lake,IN,13,IN,13651,6,E,1,LOG,N,CONIFER,,conifer,11.5,0,,,,0,5,OBL,1,,56,56= Rowed transect -  length or diameter estimated: ROWED -  Orig length is >150
Indian Lake,IN,13,IN,13711,7,A,1,LOG,N,CONIFER,,conifer,13.5,0,560,0,2,0,3,OBL,1,,0,
Indian Lake,IN,13,IN,13721,7,B,1,LOG,N,HARDWOOD,,hardwood,10.3,0,220,0,1,0,2,PERP,1,,0,
Indian Lake,IN,13,IN,13731,7,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Indian Lake,IN,13,IN,13741,7,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Indian Lake,IN,13,IN,13751,7,E,1,LOG,N,CONIFER,,conifer,24,0,300,0,2,0,4,PERP,0,,0,
Indian Lake,IN,13,IN,13811,8,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Indian Lake,IN,13,IN,13821,8,B,1,LOG,N,CONIFER,,conifer,13,0,900,0,3,0,3,PERP,3,,0,
Indian Lake,IN,13,IN,13831,8,C,1,LOG,N,CONIFER,,conifer,25,0,1000,1,3,0,2,OBL,2,,5,5 = estimated Length or diameter:Longer than 10 m
Indian Lake,IN,13,IN,13841,8,D,1,LOG,N,CONIFER,,conifer,12,0,1000,1,3,0,4,PERP,1,,5,5 = estimated Length or diameter:Longer than 10 m
Indian Lake,IN,13,IN,13851,8,E,1,LOG,N,CONIFER,,conifer,16,0,600,0,2,0,3,PERP,0,,0,
Jag Lake,JA,33,JA,33421,4,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33431,4,C,1,LOG,N,CONIFER,,conifer,18.3,0,,,3,0,4,PERP,0,0,0,
Jag Lake,JA,33,JA,33441,4,D,1,LOG,N,CONIFER,,conifer,18.9,0,,,3,0,4,PERP,1,1,0,
Jag Lake,JA,33,JA,33441,4,D,1,LOG,N,CONIFER,,conifer,19.3,0,,,3,0,4,PERP,1,0,0,
Jag Lake,JA,33,JA,33441,4,D,1,LOG,N,CONIFER,,conifer,19.4,0,,,2,0,3,OBL,0,1,0,
Jag Lake,JA,33,JA,33441,4,D,1,LOG,N,CONIFER,,conifer,19.4,0,,,2,0,4,OBL,0,1,0,
Jag Lake,JA,33,JA,33441,4,D,1,LOG,U,UNK,,unknown,19.5,0,,,2,0,4,OBL,3,3,0,
Jag Lake,JA,33,JA,33441,4,D,1,LOG,N,CONIFER,,conifer,23.2,0,,,3,0,3,PERP,1,2,0,
Jag Lake,JA,33,JA,33451,4,E,1,LOG,N,CONIFER,,conifer,28.6,0,,,3,0,3,PARA,0,0,0,
Jag Lake,JA,33,JA,33511,5,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33521,5,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33531,5,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33541,5,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33551,5,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33611,6,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33621,6,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33631,6,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33641,6,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33651,6,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33711,7,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33721,7,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33731,7,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33741,7,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33751,7,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33811,8,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33831,8,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33841,8,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33851,8,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33111,1,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33121,1,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33131,1,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33141,1,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33151,1,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33211,2,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33221,2,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33231,2,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33241,2,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33251,2,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33311,3,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33321,3,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33331,3,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33341,3,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33411,4,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33351,3,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jag Lake,JA,33,JA,33821,8,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65851,8,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65841,8,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65831,8,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65821,8,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65811,8,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65751,7,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65741,7,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65731,7,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65721,7,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65711,7,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,27.6,0,,,3,2,1,OBL,3,0,0,
Johnson Lake,JO,65,JO,65651,6,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65641,6,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65631,6,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65621,6,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65611,6,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65551,5,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65541,5,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65531,5,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65521,5,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65511,5,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65451,4,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65431,4,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65421,4,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65411,4,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65351,3,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65341,3,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65331,3,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65321,3,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65311,3,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65251,2,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65241,2,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65231,2,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65221,2,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65211,2,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65151,1,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65141,1,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65131,1,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65121,1,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65111,1,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Johnson Lake,JO,65,JO,65441,4,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jute Lake,JU,34,JU,34111,1,A,1,LOG,N,CONIFER,,conifer,31.5,0,,,3,1,2,PERP,3,14,0,
Jute Lake,JU,34,JU,34121,1,B,1,LOG,U,UNK,,unknown,30,0,,,2,0,2,OBL,3,1,9,"""9=Unusual or mixed source(Cut marks on one end and beavertooth marks on the other): Datasheet says """"UN"""""""
Jute Lake,JU,34,JU,34121,1,B,1,LOG,N,CONIFER,,conifer,16.7,0,,,1,1,3,PERP,1,1,0,
Jute Lake,JU,34,JU,34121,1,B,1,LOG,N,UNK,,unknown,17.8,0,,,1,0,3,OBL,0,2,0,
Jute Lake,JU,34,JU,34121,1,B,1,LOG,N,UNK,,unknown,22.1,0,,,3,1,4,PERP,0,17,0,
Jute Lake,JU,34,JU,34121,1,B,1,LOG,N,UNK,,unknown,22.8,0,,,3,0,2,OBL,0,12,0,
Jute Lake,JU,34,JU,34131,1,C,1,LOG,N,UNK,,unknown,11.5,0,,,1,0,3,PERP,1,1,0,
Jute Lake,JU,34,JU,34131,1,C,1,LOG,N,UNK,,unknown,11.6,0,,,1,0,3,PERP,0,1,0,
Jute Lake,JU,34,JU,34131,1,C,1,LOG,N,UNK,,unknown,15.7,0,,,2,0,4,PERP,0,0,0,
Jute Lake,JU,34,JU,34141,1,D,1,LOG,U,UNK,,unknown,13.8,0,,,2,0,2,PERP,3,6,9,"""9=Unusual or mixed source(Cut marks on one end and beavertooth marks on the other): Datasheet says """"UN"""""""
Jute Lake,JU,34,JU,34141,1,D,1,LOG,U,UNK,,unknown,14.8,0,,,2,0,2,OBL,3,5,9,"""9=Unusual or mixed source(Cut marks on one end and beavertooth marks on the other): Datasheet says """"UN"""""""
Jute Lake,JU,34,JU,34141,1,D,1,LOG,N,UNK,,unknown,11.3,0,,,3,0,2,OBL,2,12,0,
Jute Lake,JU,34,JU,34141,1,D,1,LOG,N,UNK,,unknown,12.9,0,,,2,0,3,OBL,1,3,0,
Jute Lake,JU,34,JU,34141,1,D,1,LOG,N,UNK,,unknown,20,0,,,3,0,2,PERP,3,9,0,
Jute Lake,JU,34,JU,34141,1,D,1,LOG,N,UNK,,unknown,29.7,0,,,3,0,3,PARA,3,5,0,
Jute Lake,JU,34,JU,34151,1,E,1,LOG,N,UNK,,unknown,13.8,0,,,2,0,3,PERP,1,1,0,
Jute Lake,JU,34,JU,34151,1,E,1,LOG,N,UNK,,unknown,17.6,0,,,2,0,2,PERP,0,4,0,
Jute Lake,JU,34,JU,34151,1,E,1,LOG,N,UNK,,unknown,18.8,0,,,1,0,3,OBL,0,1,0,
Jute Lake,JU,34,JU,34151,1,E,1,LOG,N,UNK,,unknown,19.9,0,,,2,0,2,OBL,0,1,0,
Jute Lake,JU,34,JU,34211,2,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jute Lake,JU,34,JU,34221,2,B,1,LOG,N,BEPA,Betula papyrifera ,paper birch,17.6,0,,,3,1,1,PERP,1,1,0,
Jute Lake,JU,34,JU,34231,2,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jute Lake,JU,34,JU,34241,2,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jute Lake,JU,34,JU,34251,2,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jute Lake,JU,34,JU,34311,3,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jute Lake,JU,34,JU,34321,3,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jute Lake,JU,34,JU,34331,3,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jute Lake,JU,34,JU,34341,3,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jute Lake,JU,34,JU,34351,3,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jute Lake,JU,34,JU,34411,4,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jute Lake,JU,34,JU,34421,4,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jute Lake,JU,34,JU,34431,4,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jute Lake,JU,34,JU,34441,4,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jute Lake,JU,34,JU,34451,4,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Jute Lake,JU,34,JU,34511,5,A,1,LOG,N,QURU,Quercus rubra,northern red oak,10.4,0,,,2,2,2,PERP,3,1,0,
